AdmArea;District;Address
Центральный административный округ;Тверской район;город Москва, Моховая улица, дом 15/1, строение 1
Северный административный округ;Хорошёвский район;город Москва, улица Куусинена, дом 19А
Северный административный округ;район Беговой;город Москва, Беговая улица, дом 22
Центральный административный округ;Тверской район;город Москва, Козицкий переулок, дом 1А, строение 2
Южный административный округ;Даниловский район;город Москва, 2-я Рощинская улица, дом 4
Центральный административный округ;Тверской район;город Москва, Столешников переулок, дом 6, строение 5
Южный административный округ;Даниловский район;город Москва, Павловская улица, дом 25, строение 16
Центральный административный округ;район Замоскворечье;город Москва, Пятницкий переулок, дом 10, строение 1
Центральный административный округ;район Замоскворечье;город Москва, Пятницкий переулок, дом 10, строение 1
Центральный административный округ;район Замоскворечье;город Москва, Пятницкая улица, дом 41, строение 2
Северо-Восточный административный округ;Лосиноостровский район;город Москва, Изумрудная улица, дом 3, строение 2
Северо-Восточный административный округ;Бутырский район;город Москва, Большая Новодмитровская улица, дом 36, строение 4
Центральный административный округ;район Замоскворечье;город Москва, Пятницкая улица, дом 2/38, строение 1
Западный административный округ;район Солнцево;город Москва, Солнцевский проспект, дом 2, строение 3
Южный административный округ;район Нагатино-Садовники;город Москва, Каширский проезд, дом 5
Северо-Восточный административный округ;Бутырский район;город Москва, проезд Добролюбова, дом 3, строение 3
Зеленоградский административный округ;район Крюково;город Москва, город Зеленоград, корпус 1548
Зеленоградский административный округ;район Крюково;город Москва, город Зеленоград, корпус 1543
Зеленоградский административный округ;район Крюково;город Москва, город Зеленоград, корпус 1543
Центральный административный округ;Тверской район;город Москва, Красная площадь, дом 3
Центральный административный округ;Тверской район;город Москва, Красная площадь, дом 3
Центральный административный округ;Тверской район;город Москва, Красная площадь, дом 3
Центральный административный округ;Тверской район;город Москва, Красная площадь, дом 3
Центральный административный округ;Басманный район;город Москва, Покровский бульвар, дом 8, строение 1
Центральный административный округ;Басманный район;город Москва, улица Маросейка, дом 4/2, строение 1
Центральный административный округ;Басманный район;город Москва, улица Маросейка, дом 4/2, строение 1
Центральный административный округ;Басманный район;город Москва, улица Маросейка, дом 4/2, строение 1
Центральный административный округ;Басманный район;город Москва, улица Маросейка, дом 4/2, строение 1
Центральный административный округ;Басманный район;город Москва, улица Маросейка, дом 4/2, строение 1
Центральный административный округ;Басманный район;город Москва, улица Маросейка, дом 4/2, строение 1
Центральный административный округ;Басманный район;город Москва, улица Маросейка, дом 4/2, строение 1
Центральный административный округ;Басманный район;город Москва, улица Маросейка, дом 4/2, строение 1
Центральный административный округ;Басманный район;город Москва, улица Маросейка, дом 4/2, строение 1
Центральный административный округ;Басманный район;город Москва, улица Маросейка, дом 4/2, строение 1
Центральный административный округ;Басманный район;город Москва, улица Маросейка, дом 4/2, строение 1
Центральный административный округ;Басманный район;город Москва, улица Маросейка, дом 4/2, строение 1
Центральный административный округ;Басманный район;город Москва, улица Маросейка, дом 4/2, строение 1
Центральный административный округ;Басманный район;город Москва, улица Маросейка, дом 4/2, строение 1
Центральный административный округ;Басманный район;город Москва, улица Маросейка, дом 4/2, строение 1
Центральный административный округ;Басманный район;город Москва, улица Маросейка, дом 4/2, строение 1
Центральный административный округ;Басманный район;город Москва, улица Маросейка, дом 4/2, строение 1
Центральный административный округ;Басманный район;город Москва, улица Маросейка, дом 4/2, строение 1
Центральный административный округ;Басманный район;город Москва, улица Маросейка, дом 4/2, строение 1
Центральный административный округ;Басманный район;город Москва, улица Маросейка, дом 4/2, строение 1
Центральный административный округ;Басманный район;город Москва, улица Маросейка, дом 4/2, строение 1
Центральный административный округ;Басманный район;город Москва, улица Маросейка, дом 4/2, строение 1
Центральный административный округ;Басманный район;город Москва, улица Казакова, дом 8, строение 2
Центральный административный округ;Таганский район;город Москва, улица Сергия Радонежского, дом 29-31, строение 4
Восточный административный округ;район Ивановское;город Москва, Саянская улица, дом 8А
Восточный административный округ;район Соколиная Гора;город Москва, Электродный проезд, дом 16
Восточный административный округ;район Соколиная Гора;город Москва, Электродный проезд, дом 16
Восточный административный округ;район Ивановское;город Москва, шоссе Энтузиастов, дом 98Б
Восточный административный округ;район Ивановское;город Москва, Саянская улица, дом 9Б
Восточный административный округ;район Ивановское;город Москва, Саянская улица, дом 2А
Восточный административный округ;район Вешняки;город Москва, Кетчерская улица, дом 4А
Восточный административный округ;район Вешняки;город Москва, Кетчерская улица, дом 4А
Восточный административный округ;район Перово;город Москва, Зелёный проспект, дом 1А
Восточный административный округ;район Соколиная Гора;город Москва, 5-я улица Соколиной Горы, дом 14
Восточный административный округ;район Ивановское;город Москва, Зелёный проспект, дом 91
Восточный административный округ;район Вешняки;город Москва, улица Старый Гай, дом 8А
Восточный административный округ;район Вешняки;город Москва, Вешняковская улица, дом 39Г
Восточный административный округ;район Вешняки;город Москва, Вешняковская улица, дом 39Г
Восточный административный округ;район Вешняки;город Москва, Снайперская улица, дом 9А
Восточный административный округ;район Новогиреево;город Москва, Мартеновская улица, дом 25
Восточный административный округ;район Вешняки;город Москва, Вешняковская улица, дом 17Б
Восточный административный округ;район Ивановское;город Москва, улица Молостовых, дом 3Б
Южный административный округ;район Орехово-Борисово Южное;город Москва, Ясеневая улица, дом 19, корпус 1
Южный административный округ;район Орехово-Борисово Южное;город Москва, Ясеневая улица, дом 32, корпус 3
Южный административный округ;район Зябликово;город Москва, Шипиловская улица, дом 53, корпус 2
Южный административный округ;район Орехово-Борисово Северное;город Москва, улица Генерала Белова, дом 19, корпус 4
Южный административный округ;район Орехово-Борисово Северное;город Москва, Ореховый бульвар, дом 7, корпус 1, строение 2
Южный административный округ;район Царицыно;город Москва, Бакинская улица, дом 6
Южный административный округ;район Зябликово;город Москва, улица Мусы Джалиля, дом 15, строение 2
Южный административный округ;район Зябликово;город Москва, Ореховый бульвар, дом 53, корпус 2
Южный административный округ;район Бирюлёво Восточное;город Москва, Липецкая улица, дом 32
Южный административный округ;район Орехово-Борисово Северное;город Москва, Борисовский проезд, дом 24, строение 2
Южный административный округ;район Орехово-Борисово Северное;город Москва, Шипиловская улица, дом 27, корпус 2
Южный административный округ;район Орехово-Борисово Северное;город Москва, Борисовский проезд, дом 40, корпус 2
Южный административный округ;район Орехово-Борисово Северное;город Москва, улица Маршала Захарова, дом 25, корпус 2
Южный административный округ;район Орехово-Борисово Северное;город Москва, Борисовский проезд, дом 13
Южный административный округ;район Бирюлёво Восточное;город Москва, Касимовская улица, дом 31, корпус 1
Южный административный округ;район Царицыно;город Москва, Луганская улица, дом 10
Южный административный округ;район Бирюлёво Восточное;город Москва, Загорьевская улица, дом 3, корпус 2
Южный административный округ;район Нагатино-Садовники;город Москва, Варшавское шоссе, дом 45
Южный административный округ;район Москворечье-Сабурово;город Москва, Каширское шоссе, дом 51, корпус 3
Южный административный округ;район Нагатино-Садовники;город Москва, Каширское шоссе, дом 10, корпус 1, строение 1
Южный административный округ;район Бирюлёво Восточное;город Москва, Михневская улица, дом 7, корпус 2
Южный административный округ;район Нагатино-Садовники;город Москва, Варшавское шоссе, дом 59А
Южный административный округ;район Зябликово;город Москва, Кустанайская улица, дом 6
Южный административный округ;район Москворечье-Сабурово;город Москва, улица Москворечье, дом 14
Южный административный округ;район Москворечье-Сабурово;город Москва, улица Москворечье, дом 31, корпус 2
Южный административный округ;район Москворечье-Сабурово;город Москва, улица Москворечье, дом 23
Южный административный округ;район Орехово-Борисово Южное;город Москва, улица Генерала Белова, дом 18Б
Южный административный округ;Даниловский район;город Москва, улица Мастеркова, дом 4
Южный административный округ;Даниловский район;город Москва, улица Мастеркова, дом 4
Южный административный округ;Даниловский район;город Москва, улица Ленинская Слобода, дом 19, корпус 2
Южный административный округ;Даниловский район;город Москва, улица Ленинская Слобода, дом 5
Южный административный округ;Даниловский район;город Москва, 1-й Автозаводский проезд, дом 5
Северо-Восточный административный округ;Ярославский район;город Москва, Ярославское шоссе, дом 65
Северо-Восточный административный округ;район Ростокино;город Москва, Малахитовая улица, дом 14, строение 1
Северо-Восточный административный округ;район Ростокино;город Москва, Малахитовая улица, дом 3
Южный административный округ;Даниловский район;город Москва, улица Мастеркова, дом 4
Южный административный округ;Даниловский район;город Москва, улица Мастеркова, дом 4
Северо-Восточный административный округ;район Ростокино;город Москва, Малахитовая улица, дом 7
Северо-Восточный административный округ;район Ростокино;город Москва, Сельскохозяйственная улица, дом 17, корпус 4
Центральный административный округ;Мещанский район;Садовая-Сухаревская улица, дом 2/34, строение 2
Центральный административный округ;Мещанский район;город Москва, улица Щепкина, дом 47, строение 1
Северо-Восточный административный округ;Алексеевский район;город Москва, Новоалексеевская улица, дом 12, строение 1
Центральный административный округ;Мещанский район;город Москва, Протопоповский переулок, дом 5
Западный административный округ;Можайский район;город Москва, улица Горбунова, дом 7, корпус 2
Западный административный округ;район Фили-Давыдково;город Москва, Кастанаевская улица, дом 51, корпус 2
Западный административный округ;район Кунцево;город Москва, Ярцевская улица, дом 22, строение 1
Западный административный округ;район Кунцево;город Москва, Партизанская улица, дом 25
Центральный административный округ;район Арбат;город Москва, улица Арбат, дом 21, строение 1
Центральный административный округ;район Арбат;город Москва, улица Арбат, дом 2/1
Центральный административный округ;район Арбат;город Москва, улица Арбат, дом 22/2, строение 4
Центральный административный округ;район Арбат;город Москва, улица Новый Арбат, дом 15
Центральный административный округ;район Арбат;город Москва, улица Новый Арбат, дом 15
Центральный административный округ;район Арбат;город Москва, улица Новый Арбат, дом 21, строение 2
Юго-Восточный административный округ;район Кузьминки;город Москва, улица Маршала Чуйкова, дом 14
Юго-Восточный административный округ;район Кузьминки;город Москва, улица Юных Ленинцев, дом 87, строение 1
Юго-Восточный административный округ;район Кузьминки;город Москва, улица Юных Ленинцев, дом 117, корпус 1, строение 1
Юго-Восточный административный округ;район Кузьминки;город Москва, улица Юных Ленинцев, дом 48, корпус 2
Юго-Восточный административный округ;район Кузьминки;город Москва, улица Юных Ленинцев, дом 43/33, строение 2
Юго-Восточный административный округ;район Кузьминки;город Москва, улица Шумилова, дом 9
Юго-Восточный административный округ;район Кузьминки;город Москва, Волгоградский проспект, дом 102
Юго-Восточный административный округ;район Кузьминки;город Москва, улица Юных Ленинцев, дом 89, корпус 1
Юго-Восточный административный округ;район Кузьминки;город Москва, улица Юных Ленинцев, дом 115
Юго-Восточный административный округ;район Кузьминки;город Москва, Зеленодольская улица, дом 40
Юго-Восточный административный округ;район Печатники;город Москва, улица Гурьянова, дом 75, строение 2
Юго-Восточный административный округ;район Текстильщики;город Москва, 1-я улица Текстильщиков, дом 5/8
Юго-Восточный административный округ;район Люблино;город Москва, улица Верхние Поля, дом 11, корпус 1, строение 2
Юго-Восточный административный округ;район Текстильщики;город Москва, 11-я улица Текстильщиков, дом 6
Центральный административный округ;Таганский район;город Москва, улица Талалихина, дом 37
Новомосковский административный округ;поселение Сосенское;Солянский тупик, дом 1/4, строение 2
Центральный административный округ;Таганский район;город Москва, улица Александра Солженицына, дом 3
Центральный административный округ;Таганский район;город Москва, Таганская улица, дом 13, строение 2
Центральный административный округ;Таганский район;город Москва, улица Александра Солженицына, дом 17, строение 1
Центральный административный округ;Таганский район;город Москва, Марксистская улица, дом 20, строение 1
Центральный административный округ;Таганский район;город Москва, улица Рогожский Вал, дом 5, строение 1
Центральный административный округ;Таганский район;город Москва, улица Рогожский Вал, дом 5, строение 1
Центральный административный округ;Таганский район;город Москва, улица Рогожский Вал, дом 5, строение 1
Центральный административный округ;Таганский район;город Москва, улица Солянка, дом 4, строение 4
Южный административный округ;район Орехово-Борисово Южное;город Москва, Гурьевский проезд, дом 27, корпус 1
Южный административный округ;район Зябликово;город Москва, улица Мусы Джалиля, дом 20
Южный административный округ;район Зябликово;город Москва, Задонский проезд, дом 16
Южный административный округ;район Нагатино-Садовники;город Москва, Старокаширское шоссе, дом 2, корпус 10
Южный административный округ;район Нагатино-Садовники;город Москва, Старокаширское шоссе, дом 2, корпус 10
Северо-Западный административный округ;район Щукино;город Москва, улица Маршала Бирюзова, дом 34, корпус 2
Южный административный округ;Донской район;город Москва, Большая Тульская улица, дом 50
Восточный административный округ;район Северное Измайлово;город Москва, Щёлковское шоссе, дом 2А
Юго-Западный административный округ;район Ясенево;город Москва, Литовский бульвар, дом 22
Юго-Западный административный округ;район Северное Бутово;город Москва, Ратная улица, дом 8А
Центральный административный округ;район Хамовники;город Москва, Турчанинов переулок, дом 3, строение 1
Восточный административный округ;район Метрогородок;город Москва, Открытое шоссе, дом 31, строение 1
Южный административный округ;район Бирюлёво Восточное;город Москва, 6-я Радиальная улица, дом 20, строение 10
Южный административный округ;район Орехово-Борисово Северное;город Москва, Дольская улица, дом 10, строение 3
Южный административный округ;район Орехово-Борисово Южное;город Москва, Ясеневая улица, дом 30А
Северный административный округ;район Западное Дегунино;город Москва, Дмитровское шоссе, дом 73, строение 1
Северный административный округ;район Западное Дегунино;город Москва, Дмитровское шоссе, дом 73, строение 1
Северный административный округ;район Западное Дегунино;город Москва, Дмитровское шоссе, дом 73, строение 1
Северный административный округ;район Западное Дегунино;город Москва, Дмитровское шоссе, дом 73, строение 1
Зеленоградский административный округ;район Крюково;город Москва, город Зеленоград, корпус 1555
Юго-Восточный административный округ;район Печатники;город Москва, 2-й Южнопортовый проезд, дом 12А, корпус 1, строение 1
Восточный административный округ;район Сокольники;город Москва, улица Сокольнический Вал, дом 17
Западный административный округ;район Дорогомилово;город Москва, улица Барклая, дом 1Ж
Северный административный округ;Войковский район;город Москва, улица Клары Цеткин, дом 33, корпус 35
Северный административный округ;Войковский район;город Москва, улица Клары Цеткин, дом 33, корпус 35
Северный административный округ;Головинский район;город Москва, Автомоторная улица, дом 5Б, строение 2
Восточный административный округ;район Соколиная Гора;город Москва, Большая Семёновская улица, дом 32, строение 3
Зеленоградский административный округ;район Крюково;город Москва, город Зеленоград, корпус 1609
Южный административный округ;район Москворечье-Сабурово;город Москва, Каширское шоссе, дом 45
Северный административный округ;Дмитровский район;город Москва, Лобненская улица, дом 14Б
Южный административный округ;район Москворечье-Сабурово;город Москва, Кантемировская улица, дом 58
Северо-Восточный административный округ;Останкинский район;город Москва, улица Академика Королёва, дом 13, строение 1
Северо-Восточный административный округ;Останкинский район;город Москва, улица Академика Королёва, дом 13, строение 1
Зеленоградский административный округ;район Крюково;город Москва, город Зеленоград, корпус 1426
Северо-Восточный административный округ;Бутырский район;город Москва, Новодмитровская улица, дом 1, строение 1
Северо-Восточный административный округ;Бутырский район;город Москва, Новодмитровская улица, дом 1, строение 6
Северо-Восточный административный округ;Бутырский район;город Москва, Новодмитровская улица, дом 1, строение 9
Северо-Восточный административный округ;Бутырский район;город Москва, Новодмитровская улица, дом 1, строение 9
Северо-Восточный административный округ;Бутырский район;город Москва, Новодмитровская улица, дом 1, строение 9
Северо-Восточный административный округ;Бутырский район;город Москва, Новодмитровская улица, дом 1, строение 10
Северо-Восточный административный округ;Бутырский район;город Москва, Новодмитровская улица, дом 1, строение 10
Северо-Восточный административный округ;Бутырский район;город Москва, Новодмитровская улица, дом 1, строение 12
Зеленоградский административный округ;район Крюково;город Москва, город Зеленоград, корпус 1632
Северо-Западный административный округ;район Покровское-Стрешнево;город Москва, проезд Стратонавтов, дом 12, строение 1
Северо-Восточный административный округ;Бутырский район;город Москва, Складочная улица, дом 1, строение 43
Северо-Западный административный округ;район Митино;город Москва, Пятницкое шоссе, дом 43
Юго-Восточный административный округ;Нижегородский район;город Москва, Газгольдерная улица, дом 6
Центральный административный округ;район Замоскворечье;город Москва, Пятницкая улица, дом 24
Зеленоградский административный округ;район Крюково;город Москва, город Зеленоград, корпус 1469
Зеленоградский административный округ;район Крюково;город Москва, город Зеленоград, корпус 1611
Центральный административный округ;Таганский район;город Москва, улица Золоторожский Вал, дом 38, строение 1
Восточный административный округ;район Сокольники;город Москва, Маленковская улица, дом 32, строение 3
Восточный административный округ;район Преображенское;город Москва, Большая Черкизовская улица, дом 22
Центральный административный округ;район Якиманка;город Москва, улица Большая Полянка, дом 65/74, строение 1
Центральный административный округ;район Якиманка;город Москва, улица Большая Якиманка, дом 33/13, строение 1
Северо-Восточный административный округ;район Ростокино;город Москва, улица Докукина, дом 6
Северо-Восточный административный округ;район Свиблово;город Москва, Енисейская улица, дом 1, строение 1
Северо-Восточный административный округ;район Ростокино;город Москва, Малахитовая улица, владение 27, строение 5
Северо-Восточный административный округ;район Марьина Роща;город Москва, улица Сущёвский Вал, дом 5, строение 20
Северо-Восточный административный округ;район Марьина Роща;город Москва, улица Сущёвский Вал, дом 5, строение 21
Северо-Восточный административный округ;Бутырский район;город Москва, Новодмитровская улица, дом 5А, строение 2
Северо-Восточный административный округ;Бутырский район;город Москва, Большая Новодмитровская улица, дом 14, строение 4
Северо-Восточный административный округ;район Марьина Роща;город Москва, улица Сущёвский Вал, дом 5, строение 1
Северо-Восточный административный округ;район Марьина Роща;город Москва, улица Сущёвский Вал, дом 5, строение 1А
Северо-Восточный административный округ;район Марьина Роща;город Москва, улица Сущёвский Вал, дом 5, строение 1
Северо-Восточный административный округ;район Марьина Роща;город Москва, улица Сущёвский Вал, дом 5, строение 1
Северо-Восточный административный округ;район Марьина Роща;город Москва, улица Сущёвский Вал, дом 5, строение 5
Северо-Восточный административный округ;район Марьина Роща;город Москва, улица Сущёвский Вал, дом 5, строение 1
Северо-Восточный административный округ;район Марьина Роща;город Москва, улица Сущёвский Вал, дом 5, строение 6
Северо-Восточный административный округ;район Марьина Роща;город Москва, улица Сущёвский Вал, дом 5, строение 6
Северо-Восточный административный округ;район Марьина Роща;город Москва, 8-й проезд Марьиной Рощи, дом 30, строение 1
Северо-Восточный административный округ;район Лианозово;город Москва, Псковская улица, дом 2А
Северо-Восточный административный округ;район Отрадное;город Москва, Отрадная улица, дом 17
Северо-Восточный административный округ;район Марьина Роща;город Москва, улица Сущёвский Вал, дом 43, строение 2
Северо-Восточный административный округ;район Марьина Роща;город Москва, Шереметьевская улица, дом 19, корпус 2, строение 2
Северо-Восточный административный округ;Бутырский район;город Москва, Большая Новодмитровская улица, дом 12, строение 16
Северо-Восточный административный округ;район Северный;город Москва, Дмитровское шоссе, дом 171
Северо-Восточный административный округ;Алексеевский район;город Москва, проспект Мира, дом 102, корпус 1
Северо-Восточный административный округ;Алексеевский район;город Москва, проспект Мира, дом 102, корпус 1
Северо-Восточный административный округ;район Марьина Роща;город Москва, улица Образцова, дом 14
Северо-Восточный административный округ;Алтуфьевский район;город Москва, Путевой проезд, дом 34А
Северо-Восточный административный округ;Бабушкинский район;город Москва, улица Менжинского, дом 38, корпус 1, строение 2
Северо-Восточный административный округ;Лосиноостровский район;город Москва, улица Малыгина, дом 9, строение 2
Северо-Восточный административный округ;Лосиноостровский район;город Москва, улица Малыгина, дом 9, строение 2
Северо-Восточный административный округ;район Марфино;город Москва, Малая Ботаническая улица, дом 24А, строение 1
Северо-Восточный административный округ;район Бибирево;город Москва, улица Лескова, владение 1А, строение 1
Северо-Восточный административный округ;район Марьина Роща;город Москва, Шереметьевская улица, дом 20
Северо-Восточный административный округ;район Марьина Роща;город Москва, Шереметьевская улица, дом 20
Северо-Восточный административный округ;Бутырский район;город Москва, Бутырская улица, дом 76, строение 1
Северо-Восточный административный округ;Лосиноостровский район;город Москва, улица Лётчика Бабушкина, дом 30, строение 9
Северо-Восточный административный округ;район Отрадное;город Москва, Сигнальный проезд, владение 6А
Северо-Восточный административный округ;район Марьина Роща;город Москва, улица Сущёвский Вал, дом 5, строение 12
Северо-Восточный административный округ;район Марьина Роща;город Москва, улица Сущёвский Вал, дом 5, строение 12
Северо-Восточный административный округ;район Марьина Роща;город Москва, улица Сущёвский Вал, дом 5, строение 12
Северо-Восточный административный округ;район Бибирево;город Москва, улица Плещеева, дом 4, корпус 1
Северо-Восточный административный округ;район Бибирево;город Москва, улица Плещеева, дом 4, корпус 1
Северо-Восточный административный округ;район Южное Медведково;город Москва, проезд Дежнёва, владение 23Б
Северо-Восточный административный округ;район Отрадное;город Москва, улица Декабристов, дом 43, строение 1
Северо-Восточный административный округ;Бутырский район;город Москва, Большая Новодмитровская улица, дом 23, строение 1
Северо-Восточный административный округ;район Отрадное;город Москва, Каргопольская улица, владение 14А
Северо-Восточный административный округ;район Бибирево;город Москва, улица Пришвина, дом 22
